"report_date_as_yyyy_mm_dd","market_and_exchange_names","commodity_name","open_interest_all","prod_merc_positions_long","prod_merc_positions_short","m_money_positions_long_all","m_money_positions_short_all"
"2015-07-21T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","80783","8265","27743","35829","29607"
"2015-07-21T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","36428","2822","10643","19198","11705"
"2015-07-28T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","163656","29164","42281","32972","58706"
"2015-07-28T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","962054","133224","152451","208330","299331"
"2015-07-28T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","37021","2954","10566","18899","11735"
"2015-07-28T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","79079","7700","27151","36338","29658"
"2015-07-28T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","438282","22082","58546","106284","120917"
"2015-07-28T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","190322","21966","37482","40641","53636"
"2015-08-04T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","181276","35975","43104","33385","66920"
"2015-08-04T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","185848","21112","37093","39495","50587"
"2015-08-04T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","79763","7671","27398","35820","29446"
"2015-08-04T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","37485","2905","10270","19206","12231"
"2015-08-04T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","973594","135407","146419","201697","313496"
"2015-08-04T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","434273","20798","60201","103573","114860"
"2015-08-11T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","435489","18426","62110","108507","113937"
"2015-08-11T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","970067","126103","131563","199870","306752"
"2015-08-11T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","195117","39501","44495","34267","66966"
"2015-08-11T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","177902","17317","37634","41980","42213"
"2015-08-11T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","78884","6691","28104","35031","28456"
"2015-08-11T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","36928","2975","10347","19036","12324"
"2015-08-18T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","191265","35685","44919","34655","62169"
"2015-08-18T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","977912","121425","123504","201480","349162"
"2015-08-18T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","36028","2469","10094","19258","11308"
"2015-08-18T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","78564","6113","29605","35712","27259"
"2015-08-18T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","432728","17508","63587","112075","104158"
"2015-08-18T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","173545","19385","40783","40045","40368"
"2015-08-25T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","942081","121683","125935","190393","348331"
"2015-08-25T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","432154","14467","80360","119456","78842"
"2015-08-25T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","166991","29647","41641","34548","52780"
"2015-08-25T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","167243","19098","42365","37735","37815"
"2015-08-25T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","74149","5543","30141","32232","23257"
"2015-08-25T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","31134","2401","8578","15145","9443"
"2015-09-01T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","28619","2075","8811","16351","9450"
"2015-09-01T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","410274","12944","80229","112641","72044"
"2015-09-01T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","158648","29573","43495","34564","50321"
"2015-09-01T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","157013","16234","37136","39035","34986"
"2015-09-01T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","69973","5223","30293","30374","19705"
"2015-09-01T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","922375","120160","123443","188920","335202"
"2015-09-08T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","421732","20513","77612","112684","85859"
"2015-09-08T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","159016","26823","48489","38573","43184"
"2015-09-08T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","155615","19083","39421","41533","33899"
"2015-09-08T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70035","6075","31268","30523","18682"
"2015-09-08T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27515","2431","8475","15839","9682"
"2015-09-08T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","927167","125689","131897","184924","324372"
"2015-09-15T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","413333","17304","60606","104300","95493"
"2015-09-15T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","154631","24267","55102","36890","35757"
"2015-09-15T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","158007","16702","36542","42219","39900"
"2015-09-15T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","73784","6181","29889","31322","21091"
"2015-09-15T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27693","2770","8687","16156","9941"
"2015-09-15T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","904256","122124","131108","186675","307977"
"2015-09-22T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","419304","19677","75195","107531","86702"
"2015-09-22T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","152575","23922","47150","33365","38433"
"2015-09-22T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","152140","13820","40440","43316","28316"
"2015-09-22T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","79193","6087","29455","33223","22324"
"2015-09-22T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27147","2674","9204","15771","8621"
"2015-09-22T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","905773","115768","121850","189389","385467"
"2015-09-29T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","415700","25515","87605","112633","72069"
"2015-09-29T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","151710","25299","43622","32052","40905"
"2015-09-29T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","156905","14127","40398","43252","33610"
"2015-09-29T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","75469","6445","26670","31256","22653"
"2015-09-29T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26595","2384","11466","15771","6133"
"2015-09-29T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","906840","117903","119555","185977","395848"
"2015-10-06T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","430228","25741","92163","115414","69576"
"2015-10-06T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","153387","25042","49777","34763","35733"
"2015-10-06T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","156226","13833","48857","49621","21469"
"2015-10-06T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","74919","7141","27011","30020","21339"
"2015-10-06T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26430","2339","12852","15683","4093"
"2015-10-06T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","943756","112071","120349","186100","401640"
"2015-10-13T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","435928","24080","103595","128350","51137"
"2015-10-13T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","967718","121882","132507","183084","396080"
"2015-10-13T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25558","2453","13320","15016","2939"
"2015-10-13T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","71682","6213","29738","31747","15808"
"2015-10-13T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","161346","13039","51865","56412","14439"
"2015-10-13T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","156482","23810","55018","36957","29608"
"2015-10-20T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25837","2688","13161","15281","2463"
"2015-10-20T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","989765","114823","129569","182420","398107"
"2015-10-20T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70469","6078","31648","32068","13090"
"2015-10-20T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","167574","13472","54680","60905","13003"
"2015-10-20T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","162963","23285","56825","35883","28872"
"2015-10-20T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","467792","24068","125536","156199","39855"
"2015-10-27T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","990658","113095","129931","178608","393698"
"2015-10-27T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","165946","24557","60129","36805","28586"
"2015-10-27T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","169757","12779","55982","63187","9834"
"2015-10-27T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","71052","5491","33365","34128","11829"
"2015-10-27T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26065","2348","13216","15809","2267"
"2015-10-27T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","466780","24021","126967","147660","33568"
"2015-11-03T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26826","2093","13499","16078","2931"
"2015-11-03T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","443900","26094","115320","116702","49495"
"2015-11-03T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","165386","27397","54824","32466","35327"
"2015-11-03T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166942","12136","55417","58867","10271"
"2015-11-03T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70053","5712","34046","33818","10273"
"2015-11-03T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1046280","118417","139927","182648","416632"
"2015-11-10T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27526","2198","12240","16146","3683"
"2015-11-10T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","436426","25898","90778","91880","75011"
"2015-11-10T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","173872","29666","46257","29676","49026"
"2015-11-10T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","162435","15452","49890","53256","27229"
"2015-11-10T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","71115","5755","32726","32131","13242"
"2015-11-10T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","998745","122412","146027","180663","389268"
"2015-11-17T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27520","2330","11580","14091","4259"
"2015-11-17T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","435376","25079","75078","90510","104433"
"2015-11-17T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","193328","33565","47628","28890","56804"
"2015-11-17T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","170721","17911","44800","51627","39422"
"2015-11-17T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","74144","6442","27555","29593","20410"
"2015-11-17T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1004080","130284","144825","181604","383703"
"2015-11-24T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","28418","3255","11599","13370","5662"
"2015-11-24T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","397705","25625","67103","91059","107723"
"2015-11-24T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","186199","33275","44585","30056","60297"
"2015-11-24T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","170092","19398","42903","52630","42772"
"2015-11-24T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","75570","7235","25633","28503","23647"
"2015-11-24T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","990097","123306","143548","186336","368004"
"2015-12-01T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76282","6848","25162","28889","24016"
"2015-12-01T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","180517","34964","42439","29883","67063"
"2015-12-01T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","163286","16015","39668","54282","42842"
"2015-12-01T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26853","2743","10712","14001","6065"
"2015-12-01T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","390940","27538","59821","89982","110548"
"2015-12-01T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1005820","126549","147209","185228","368776"
"2015-12-08T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1001636","146416","164036","181101","357433"
"2015-12-08T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","162758","16873","40692","52472","43201"
"2015-12-08T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","179248","35938","40024","30038","65850"
"2015-12-08T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","394128","25951","62512","92488","109910"
"2015-12-08T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76192","6267","26469","28172","22353"
"2015-12-08T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26006","2820","10956","14025","5218"
"2015-12-15T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","1034263","164858","178721","177562","359699"
"2015-12-15T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","390944","20596","61412","83617","110836"
"2015-12-15T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","178761","33464","39030","30012","67234"
"2015-12-15T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166864","19056","37647","50580","47982"
"2015-12-15T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","76027","6453","25725","27969","22331"
"2015-12-15T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","24428","2483","9604","12991","5306"
"2015-12-22T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","405294","19453","73397","79979","100041"
"2015-12-22T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","170210","32820","39510","29459","58211"
"2015-12-22T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","161116","16676","39686","50223","39607"
"2015-12-22T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","69653","6310","26478","26583","18531"
"2015-12-22T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","23778","2207","9651","13143","4673"
"2015-12-22T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","997935","165650","174539","179444","368036"
"2015-12-29T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","401880","23044","67018","76071","103272"
"2015-12-29T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","167689","32903","39574","28222","54186"
"2015-12-29T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","165006","16916","39882","49244","42105"
"2015-12-29T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66584","6005","26874","26201","17299"
"2015-12-29T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","24119","2275","9734","13329","4707"
"2015-12-29T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","982886","154354","164048","181527","347918"
"2016-01-05T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25036","2311","9150","13169","5257"
"2016-01-05T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","413688","22948","67800","79732","95659"
"2016-01-05T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","171819","33477","38418","26775","55534"
"2016-01-05T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","167520","17895","39793","49088","41197"
"2016-01-05T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","65506","5909","26966","26401","15995"
"2016-01-05T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","935925","131626","143823","174292","307926"
"2016-01-12T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","901080","122288","135725","172300","292654"
"2016-01-12T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","397565","23309","75124","82908","82816"
"2016-01-12T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","193520","39779","36253","29055","60779"
"2016-01-12T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","166172","15934","38809","50421","41872"
"2016-01-12T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","69088","6217","25975","26880","17657"
"2016-01-12T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","27222","2410","7768","12991","6975"
"2016-01-19T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","199011","42579","38399","29784","63757"
"2016-01-19T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","159521","15167","39947","49199","32750"
"2016-01-19T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","408835","24206","73168","84054","83615"
"2016-01-19T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","70000","5943","22475","26805","20787"
"2016-01-19T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26180","2491","7894","13652","6956"
"2016-01-19T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","911328","124554","132393","164797","296981"
"2016-01-26T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","385350","19845","72454","95745","78942"
"2016-01-26T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","202900","42891","44171","32609","56517"
"2016-01-26T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","154734","13982","42708","50614","25218"
"2016-01-26T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","67395","5829","22795","26546","19254"
"2016-01-26T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","25779","2508","7495","12855","6758"
"2016-01-26T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","895870","118800","124409","158971","314786"
"2016-02-02T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","379185","24395","80385","100566","71530"
"2016-02-02T00:00:00.000","COPPER-GRADE #1 - COMMODITY EXCHANGE INC.","COPPER","201682","39239","41974","30981","49991"
"2016-02-02T00:00:00.000","SILVER - COMMODITY EXCHANGE INC.","SILVER","157934","14360","44711","50949","25932"
"2016-02-02T00:00:00.000","PLATINUM - NEW YORK MERCANTILE EXCHANGE","PLATINUM","66265","5750","23604","25587","17410"
"2016-02-02T00:00:00.000","PALLADIUM - NEW YORK MERCANTILE EXCHANGE","PALLADIUM","26235","2546","7398","12982","6932"
"2016-02-02T00:00:00.000","NATURAL GAS - NEW YORK MERCANTILE EXCHANGE","NATURAL GAS","947373","125307","118222","171879","335016"
"2016-02-09T00:00:00.000","GOLD - COMMODITY EXCHANGE INC.","GOLD","410833","23988","91728","121059","60423"
